sentence_id_2,sentence_id_1,sentence_text_2,argument_id_2,sentence_text_1,argument_id_1,score
S0018537007p,B0305007p,The lack of solemnity underscores the importance of adhering to proper procedures in communicating with the King,S0018537,The public must have the liberty to direct their representatives,B0305,0.8512008194844136
B0973007p,B0582005p,King Philip publicly humiliated the Pope's ambassadors,B0973,The army disregarded the divine and human laws that sanctify kingship,B0582,0.22807722073323142
S0080501003sc,B0690003sc,The establishment of a new government restores justice,S0080501,To ensure virtue in his realm,B0690,0.9236040675934751
B0196005p,B0108004p,Lawful kings derive their authority from the law,B0196,No single individual has a rightful claim to rule over others without their consent,B0108,0.2877182790333365
S0020132007p,B0243006p,Excessive labeling can undermine the unity needed to address genuine threats to the realm,S0020132,"When power is balanced and placed in the hands of those least likely to abuse it, such as elected assemblies or councils, the state experiences less disorder",B0243,0.6525728208925436
B0263001p,B0174008p,The use of submissive language towards a monarch is inconsistent with the concept of liberty,B0263,The sacred bonds formed through mutual oaths and laws create a framework that obliges magistrates to act in the interest of the populace,B0174,0.8981356329451164
S0017735002sc,B0545002sc,England's safety during the war with France is ensured,S0017735,rulers violate established laws,B0545,0.8135257258188098
S0017466001p,B0839006p,The Pyrenean Treaty represents a critical juncture in England's political landscape,S0017466,The sovereign operates from a divine or inherent authority that the people lack,B0839,0.9237966654208871
S0024189004p,B0520005p,It is imperative to foster an environment where leaders are encouraged to openly recognize and rectify their faults,S0024189,"When rulers exercise their power with the intent of benefiting the public, their actions are generally accepted",B0520,0.8824932709923841
S0020762004p,B1076001p,"This extraordinary circumstance demands an extraordinary response, akin to the care one would take with an infant or a lunatic",S0020762,Usurped powers are not capable of inflicting legitimate punishment,B1076,0.37101212230913566
S0023458001sc,B0887002sc,Passing the Bill without the Proviso is essential to uphold civil liberties,S0023458,The prince must ensure the state's well-being,B0887,0.9168555443674231
S0019300001p,B0570001p,The passage of the Bill to exclude Members of both Houses who refuse to take the Oaths and the Test is essential for fostering unity and ensuring public justice in England,S0019300,The king's consent is necessary for laws to be enacted in Parliament,B0570,0.9156800401889726
B1044004p,B1041001p,"The skill of creating and maintaining commonwealths consists of certain rules, akin to mathematical principles, rather than being based solely on practice or experience",B1044,Dominion acquired by conquest is not based on the covenant made by the vanquished,B1041,0.8041749503447253
S0024011003sc,B0275001sc,The Lord is a peer in the political landscape,S0024011,The decline of the nobility has led to fragmentation in contemporary politics,B0275,0.791798956734861
S0051739003p,B0035009p,"Historical examples, such as the Earl of Leicester's case, demonstrate that confirmation can only rectify defects if the original laws are sound; otherwise, it is futile",S0051739,Adjusting representation helps preserve the public good and maintain a fair and equal representation,B0035,0.9053687690761378
S0023423003p,B0396003p,The current political landscape is complex following the Glorious Revolution,S0023423,"If a ruler holds any fief or owes homage to another, that ruler cannot be considered an absolute sovereign",B0396,0.920886833173494
S0018591005p,B0187009p,It is imperative to consider the implications of such actions on the integrity of parliamentary discourse,S0018591,The focus should be on maintaining a balance that prevents the vices associated with excessive riches,B0187,0.7778561738604042
S0018642001sc,B0539002sc,The Confederates' alliance requests to the King threaten national security,S0018642,authority does not exceed lawful limits,B0539,0.9226619535475735
B1178003p,B0679008p,"Bishops, motivated by personal gain or the favor of the powerful, may prioritize their interests over the common good",B1178,Shared governance fosters a sense of ownership and accountability among citizens,B0679,0.8943443787515456
B0579009p,B0514008p,The king can grant or deny the execution of laws without needing the Senate's approval,B0579,The legislative is designed to act in the interest of the people,B0514,0.6445232339566244
S0019052001p,B0548004p,Immediate action is necessary to address the threats posed by those who may seek to harm the monarchy,S0019052,"Historical precedents, such as Pope Zacharias deposing the king of the Franks and appointing Pepin in his place, demonstrate the practical exercise of this authority",B0548,0.8827981258752113
S0017172003sc,B0925002sc,The current Bill promotes complacency about Catholicism,S0017172,due to their behavior,B0925,0.8967510646594843
S0017730002p,B1157009p,The potential for the Alliance to be a perpetual arrangement raises significant concerns about the implications for governance and military power,S0017730,The connection between election and the law underscores the legitimacy and moral authority of the elected principate,B1157,0.9238974634165149
S0020288004p,B0775001p,Gaining insight into the particulars of the situation will enable Members of Parliament to proceed in an orderly manner with their deliberations,S0020288,The concept of the Right of Kings is not justified in the context of English governance,B0775,0.24019554586363973
S0024476003p,B0474004p,"The mismanagement of the naval fleet has devastated trade and impoverished loyal subjects, as officers have exploited their positions rather than fulfilling their duties",S0024476,This perspective inherently denies the natural rights of individuals,B0474,0.8955633796658827
